designation,obsid,ra,dec,teff,logg,feh,snrr,coord_A_Li
J191422.97+474843.4,363414165,288.59573,47.812061,4671.76,2.674,0.134,343.45,2.819014072
J191423.48+272952.9,570203234,288.5978648,27.4980514,4677.57,2.648,-0.108,87.51,2.054477215
J191426.57+263550.0,462512175,288.61073,26.597238,4834.58,2.592,-0.005,93.83,4.039421082
J191503.41+484850.2,350602039,288.764212,48.813953,4905.63,2.384,-0.338,108.92,2.073351383
J191528.06+503752.7,354412196,288.866958,50.631306,5486.44,3.364,-0.53,42.77,2.377121925
J191534.02+482915.7,351106090,288.891533,48.488072,4130.11,1.978,-0.038,158.51,2.66220665
J191535.85+463115.4,363510207,288.899396,46.520967,4785.03,2.543,-0.078,96.7,2.233799934
J191552.85+242537.9,462406225,288.970216,24.427211,4650.93,2.683,0.137,116.14,2.497719288
J191601.58+382441.5,580710069,289.006588,38.411539,4872.17,2.416,-0.323,105.65,3.545881271
J191630.58+312732.9,469406059,289.127419,31.45914,4637.71,2.573,0.117,334.47,2.752941132
J191647.84+410320.1,664702072,289.19937,41.055611,5398.65,3.495,-0.469,35.38,2.020627499
J191649.56+372418.0,369702147,289.206529,37.405008,4747.93,2.582,-0.049,123.17,2.091506243
J191658.83+441236.7,581813221,289.245142,44.210206,4823.74,2.786,-0.56,71.93,2.332005501
J191701.46+383343.3,369710214,289.256108,38.562039,4721.59,2.487,-0.283,142.24,3.356459618
J191712.49+514511.3,250016153,289.302083,51.753139,4839.1,2.372,-0.233,261.93,3.824985504
J191712.50+514511.3,350716153,289.30209,51.753139,4853.72,2.397,-0.219,117.21,3.916998386
J191721.34+454730.9,581102248,289.338954,45.791944,4681.78,2.649,0.082,127.06,3.70199728
J191721.51+420316.5,369105058,289.339658,42.054603,4831.51,2.464,-0.247,339.79,4.012794018
J191733.82+453454.0,581712101,289.390921,45.581669,5360.6,3.269,-0.147,66.76,3.400570393
J191737.46+390058.8,580703089,289.4061,39.016347,4441.01,2.553,0.193,83.6,4.077382565
J191739.85+372820.5,369802146,289.416071,37.472372,4894.85,2.476,-0.434,175.82,2.825866222
J191744.89+515054.6,350616174,289.43707,51.848511,4991.49,2.677,0.071,362.71,2.785042048
J191745.50+430143.8,459806030,289.4396194,43.0288503,4806.91,2.579,-0.072,246.67,3.729808569
J191745.53+430144.2,369003132,289.439712,43.028969,4783.21,2.587,-0.076,389.18,3.97229147
J191748.41+484415.3,581316154,289.451725,48.737589,4823.92,2.346,-0.195,156.06,2.262951374
J191751.70+480305.1,249602115,289.465417,48.051417,4709.81,2.362,0.009,108.99,2.222734928
J191807.80+382627.4,580505185,289.5325,38.44096,5191.43,2.736,0.045,171.48,2.807630539
J191816.77+450654.2,664611153,289.56857,45.114639,4867.08,2.667,0.141,93.65,4.190859318
J191831.08-011120.8,582114133,289.629502,-1.189123,4780.77,2.589,0.01,148.13,2.170105219
J191833.11+512636.6,250015079,289.637362,51.443586,4477.27,2.56,0.218,333.47,3.799123526
J191840.96+453254.9,362112121,289.670783,45.549,4868.69,2.284,-0.362,234.8,2.27321744
J191903.00+252024.6,462413054,289.762529,25.340185,4793.11,2.409,-0.417,94.97,4.138462543
J191903.51+485650.4,351013065,289.764637,48.947353,4917.1,2.524,-0.321,172.65,2.948890209
J191919.10+312010.3,240609210,289.829591,31.33621,4894.06,2.59,-0.291,125.49,3.908495903
J191921.69-003025.6,582116223,289.8404014,-0.5071361,5489.25,3.477,0.419,79.17,2.36137867
J191924.82+405442.6,155001058,289.853417,40.911861,5374.98,3.336,-0.534,32.81,2.143846035
J191935.08+470917.8,241004153,289.896167,47.154972,4913.5,2.26,-0.665,47.66,4.965945244
J192009.82+444434.8,362013010,290.04092,44.743019,4819.24,2.385,-0.227,173.45,2.358953238
J192009.85+444434.9,161413002,290.041083,44.74305,4826.55,2.548,-0.208,108.69,2.524796486
J192018.52+390817.1,580703176,290.077183,39.1381,4826.05,2.607,0.104,68.77,4.382329941
J192022.06+494245.3,351013191,290.09195,49.712597,5002.87,2.494,-0.697,89.7,4.53236866
J192030.94+520329.0,248611008,290.128917,52.058056,4870.39,2.365,-0.274,287.62,3.565924644
J192030.98+520329.5,250011008,290.129104,52.0582,4861.26,2.331,-0.281,218.69,3.476007223
J192038.32+512013.4,250015017,290.159708,51.337083,4568.44,2.595,0.206,99.19,4.073491573
J192056.79+490912.4,575708024,290.2387617,49.15356889,4950.65,2.62,0.048,187.55,3.341992378
J192057.23+295452.7,570211181,290.238489,29.914653,4944.17,2.653,-0.155,43.36,2.145788193
J192112.10+392234.5,580504012,290.300458,39.376256,4925.69,2.294,-0.531,81.38,2.726653099
J192119.74+443949.3,581713018,290.33228,44.663719,4976.13,2.724,-0.075,166.01,3.423873901
J192136.70+314605.0,240609179,290.402935,31.768081,4692.73,2.843,0.195,66.07,3.178305149
J192145.33+424838.9,159604065,290.438883,42.810814,4665.08,2.308,-0.286,92.91,2.294321537
J192153.53+432557.2,154015108,290.473083,43.432583,4696.27,2.965,0.072,249.89,2.402343273
J192156.49+465658.6,241004183,290.485383,46.949617,4528.54,2.614,0.221,42.57,2.285691023
J192239.87+395158.3,580715200,290.66614,39.866219,4828,2.456,-0.165,162.25,2.255130053
J192255.51+444300.0,369111118,290.731333,44.716667,4868.62,2.458,-0.31,110.69,3.939000607
J192313.27-015532.1,582104151,290.80652,-1.925374,4511.53,2.364,0.111,240.27,2.480785131
J192322.24+382631.3,52405169,290.842708,38.442028,4740.56,2.467,-0.354,302.9,2.7243855
J192337.12+394205.6,580704050,290.9046842,39.7015628,4750.95,2.599,0.036,177.5,3.591311455
J192337.14+394205.9,580504050,290.904787,39.701664,4729.05,2.582,0.031,167.67,3.532374144
J192344.75+284715.5,570209034,290.936483,28.787652,4819.51,2.472,-0.265,89.81,2.860802889
J192406.93+442322.3,159612130,291.028875,44.389528,4491.03,2.581,0.23,135.26,3.504213572
J192435.94+373708.3,580701136,291.149767,37.618975,4608.8,2.583,0.142,291.51,3.122358322
J192443.28+393304.0,580604058,291.180371,39.551133,4907.07,2.315,-0.588,288.47,2.364313364
J192443.44+362047.3,664003168,291.181,36.346482,5337.43,3.308,-1.603,39.24,2.423865318
J192449.14+495207.5,250004093,291.204758,49.868764,4908.36,2.56,0.086,312.2,2.305202246
J192450.68+003832.3,571501219,291.2111853,0.6423281,4789.92,2.512,0.09,73.78,2.810993671
J192456.02+430202.3,159609210,291.233433,43.033994,4248.68,2.363,-0.164,95.27,2.596279621
J192500.53+481750.9,250001113,291.252212,48.297494,4800.42,2.473,-0.187,55.86,2.071768761
J192519.48-011022.0,582115182,291.3312017,-1.1727872,5552.98,3.309,-0.085,41.2,2.709604502
J192520.78+492127.4,581311111,291.33618,49.35656,4698.43,2.641,0.073,78.83,2.566839218
J192532.97+410358.0,369007108,291.387387,41.066114,4699,2.37,-0.115,103.83,3.66704917
J192544.56+392632.2,52504060,291.435708,39.442278,4597.6,2.649,0.284,112.31,2.73883009
J192552.70+500651.0,350704101,291.4696,50.114192,5527.19,3.394,-0.19,57.12,2.200648069
J192609.10+441421.1,360110057,291.537958,44.239214,4942.46,3.156,-0.273,35.56,2.063130856
J192614.10+383108.2,580608153,291.55878,38.518951,4583.98,2.589,-0.243,45.81,2.682747364
J192614.12+383108.6,369808153,291.558842,38.519061,4584.1,2.51,-0.24,62.26,2.685336113
J192614.47+374216.6,664015154,291.56031,37.704615,4906.82,2.384,-0.569,143.7,2.732170343
J192643.33+404723.6,369007215,291.680571,40.789894,4884.8,2.264,-0.679,62.94,2.755268335
J192651.36+492410.9,588114125,291.71402,49.40303,5104.03,2.937,-0.417,40.75,2.511714697
J192702.46+463035.4,360016207,291.760279,46.509836,4640.49,2.774,0.17,40.97,3.122362614
J192752.22+483938.9,350607028,291.96759,48.66082,4747.4,2.418,-0.07,364.71,2.086469173
J192752.38+483937.1,363509100,291.967933,48.660828,4739.55,2.39,-0.081,307.47,2.020738602
J192756.88+022947.1,571508163,291.987636,2.497466,5283.09,2.72,0.176,36.52,2.597301245
J192809.75+450757.3,247714161,292.040625,45.132611,4903.32,2.342,-0.435,108.44,2.305869102
J192809.77+450757.6,363407173,292.040725,45.132683,4878.74,2.306,-0.454,158.78,2.464461327
J192815.79+520422.3,249612133,292.065792,52.072864,4651.95,2.199,-0.297,171.73,2.960045099
J192825.63+374123.3,52507104,292.106792,37.689806,4857.55,2.399,-0.469,169.49,4.640592098
J192832.74+401503.9,579914062,292.136458,40.251092,4880.04,2.789,0.352,49.19,3.769460201
J192837.69+283658.3,469014193,292.157056,28.616221,5293.34,2.739,-0.18,38.03,2.043721676
J192838.86+474856.5,354209030,292.161917,47.815722,4787.73,2.359,-0.504,69.36,2.261247873
J192845.08+384104.1,580708016,292.187858,38.684483,4638.21,2.608,0.113,109.75,2.757417679
J192850.30+363731.4,664004027,292.2096,36.6254,5454.59,3.486,-0.622,45.54,2.399133921
J192905.86+442346.2,247703077,292.274417,44.396194,4664.45,2.572,0.176,147.25,3.878735065
J192917.08+501509.6,249608035,292.321183,50.252683,4231.26,1.964,-0.542,242.04,2.256329536
J192923.18+382132.9,580508115,292.34659,38.359161,4476.74,2.691,0.533,46.68,4.134659767
J192928.34-034325.7,582107023,292.368113,-3.723816,4791,2.514,-0.231,103.58,2.081138372
J192935.95+391347.4,369809233,292.39981,39.229858,4898.54,2.36,-0.519,136.12,2.91889286
J192956.86+380908.3,52802222,292.486917,38.152306,3915.5,1.866,0.108,52.22,2.539646149
J193005.20+392118.1,579810162,292.521683,39.355042,4777.98,2.72,0.051,66.36,3.809180737
J193023.64+495248.1,350708062,292.59854,49.880039,4692.42,2.482,0.043,84.25,2.044511318
J193044.08+425028.0,664713211,292.683685,42.841127,4792.34,2.08,-0.645,101.86,2.758041382
J193044.08+425028.1,369113203,292.68369,42.841141,4870.09,2.331,-0.527,140.85,2.22431922
J193045.74+465840.0,363408084,292.690621,46.977794,4770.03,2.571,-0.018,121.09,2.802338362
J193048.12+035411.5,571513172,292.7005081,3.9032061,4834.64,2.527,-0.055,93.11,2.88061738
J193053.19+494236.2,362716098,292.72165,49.710079,4642.19,2.492,0.027,235.61,4.080929279
J193053.20+494236.2,249608145,292.721667,49.710083,4639.89,2.487,0.016,244.85,4.092543602
J193057.67+374539.7,664015043,292.74031,37.761047,4498.95,2.475,-0.279,57.01,3.284613848
J193059.12+403949.8,52412009,292.74635,40.663861,4833.35,2.345,-0.267,100.03,2.288253784
J193100.54+452532.4,247615073,292.75225,45.425694,4583.41,2.7,0.344,311.96,3.576031446
J193100.54+452532.5,359915073,292.75226,45.425701,4571.48,2.739,0.345,140.56,3.37525034
J193114.43+452137.2,247603205,292.810125,45.360361,4562.74,2.62,0.168,256.34,3.156561852
J193129.58+374226.0,369807074,292.87326,37.70723,4838.56,2.496,-0.148,176.6,3.356150627
J193131.27+400559.7,52413152,292.880333,40.099917,4854.03,2.629,-0.063,59.64,2.904409885
J193131.29+400600.4,369713152,292.880412,40.100133,4770.06,2.606,-0.01,165.86,2.819939613
J193136.27+450623.0,247703203,292.901154,45.106414,4227.16,2.093,-0.051,148.17,2.920296907
J193141.92+433322.8,369013120,292.924675,43.556344,4845.57,2.386,-0.312,199.77,3.873224974
J193148.22+410600.0,579915057,292.95093,41.100021,4697,2.411,-0.001,95.84,3.8758955
J193151.82+482939.8,354212023,292.965917,48.494389,4560.89,1.732,-0.54,81.32,2.443278074
J193154.93+463957.0,247716148,292.978875,46.665861,4684.98,2.683,0.096,181.77,3.837868214
J193154.93+463957.1,581306085,292.97888,46.665871,4686.81,2.709,0.143,109.27,4.100049973
J193154.96+463957.3,363506085,292.979017,46.665944,4689.85,2.657,0.113,236.34,3.979663372
J193205.77+425307.9,360102015,293.02405,42.88554,5263.21,3.43,0.065,51.05,2.110976696
J193218.51+392845.0,580513221,293.07837,39.480141,4910.54,2.211,0.047,45.93,3.092879772
J193222.25+372401.3,664009112,293.09274,37.400385,5203.46,2.491,-0.412,46.99,2.529936552
J193222.79+292244.2,469015072,293.094987,29.378965,4243.28,1.977,-0.405,90.08,3.710529089
J193228.30+424650.6,360102007,293.11792,42.780739,5042.66,3.44,-0.124,45.72,2.408899069
J193233.79+515956.2,248612198,293.140829,51.998953,5295.46,3.433,-0.401,49.98,2.033106327
J193243.85+463408.5,362702220,293.18274,46.56905,4557.29,2.565,0.223,107.44,2.28949523
J193248.49+401015.3,52903179,293.202083,40.170917,5504.75,3.467,0.013,58.08,3.201169729
J193253.21+422740.5,359901246,293.22171,42.461269,5055.78,3.404,-0.067,40.77,2.303268671
J193259.80+431631.7,664713189,293.24753,43.275688,4278.82,2.146,0.105,124.51,3.146747589
J193300.49+381931.6,52506207,293.252042,38.325472,4500.41,2.293,0.141,173.13,2.132162571
J193300.50+381932.1,369706207,293.252108,38.325608,4512.02,2.37,0.186,313.94,2.329970837
J193307.18+391959.8,580713096,293.279933,39.333281,4647.32,2.59,0.108,134.39,3.021202087
J193307.18+463248.2,581206197,293.27994,46.546741,4630.7,2.518,0.033,60.75,3.288873672
J193307.18+463248.3,247616139,293.279958,46.54675,4630.15,2.521,-0.047,68.39,2.782059193
J193314.14+484151.3,363412122,293.3092,48.69743,4851.34,2.311,-0.578,384.1,4.581285
J193319.18+455037.7,247615093,293.329958,45.843806,4642.64,2.591,0.077,196.75,2.229624748
J193320.65+440023.9,360005051,293.336063,44.006664,4546.85,2.648,0.226,64.24,2.541812897
J193328.16+032633.1,571513048,293.3673361,3.4425444,5385.84,3.381,0.006,45.83,2.186268091
J193330.13-020911.5,582106043,293.375574,-2.153218,4629.41,2.568,0.074,128.23,4.066078186
J193333.86-020517.9,582113095,293.390545,-2.089272,4815.51,2.663,-0.121,74.24,2.493339539
J193338.38+392732.5,580513094,293.41141,39.458225,4226.63,1.891,-0.021,263.91,2.510013103
J193343.76-010842.6,582113186,293.432348,-1.145193,4970.85,2.407,-0.452,75.95,3.15930748
J193355.59+464538.3,359911023,293.481646,46.760656,4779.56,2.534,0.019,68.48,3.875985861
J193400.82+410849.1,579815091,293.50345,41.146992,4775.86,2.313,-0.135,281.89,4.532929897
J193402.94+455738.6,581107144,293.51309,45.96196,4384.83,2.783,0.314,48.38,2.307596922
J193403.93+375124.9,52507129,293.516375,37.856917,4761.31,2.771,0.16,99.23,2.70663166
J193418.45+493619.5,250006180,293.577288,49.606389,5337.33,2.73,0.315,270.91,2.559097767
J193432.48+293913.7,469015093,293.635555,29.653452,4655.23,2.563,0.047,670.16,3.168715954
J193443.98+385856.5,579805096,293.68329,38.982368,4421.02,2.733,0.404,241.2,3.224231482
J193446.00+460828.6,363406112,293.691667,46.141303,4666.87,2.65,0.132,456.42,3.333949804
J193446.02+460828.5,247615204,293.69175,46.14125,4706.54,2.707,0.137,128.91,3.209479809
J193500.12+432232.2,359905082,293.750529,43.375614,4554.5,2.67,0.226,112.04,3.223206043
J193521.03+452456.2,359915200,293.83765,45.415619,4917.79,2.553,-0.324,66.73,4.17347765
J193531.00+434713.3,360005166,293.8792,43.787042,4779.41,2.5,-0.103,157.53,2.181563616
J193534.20+365739.0,664009189,293.89253,36.960838,4643.55,2.62,0.065,104.19,3.598559856
J193602.41+394049.4,369713006,294.01007,39.680401,4670.08,2.482,0.169,218.38,2.366770267
J193602.41+394049.6,369813006,294.010083,39.680453,4666.5,2.465,0.165,211.97,2.503818512
J193613.73+463742.5,362802020,294.057212,46.628489,5580.09,3.494,0.006,38.18,2.714257717
J193618.11+440716.9,247604142,294.075471,44.121375,4906.19,2.582,-0.1,109.41,2.732284069
J193619.76+482237.1,362703190,294.08237,48.376999,5461.05,3.329,0.142,350.56,2.820117235
J193629.15+504641.0,350713147,294.120842,50.778297,4257.41,2.255,0.039,162.13,2.412018776
J193629.17+504645.1,594211170,294.120676,50.778257,4250.53,2.161,0.043,77.89,2.530408382
J193633.94+493835.0,154815079,294.141417,49.643083,4746.17,2.566,-0.045,275.04,3.552962303
J193645.34+424645.7,52201079,294.188958,42.779369,4529.38,2.132,0.004,208.06,2.510190964
J193650.26+464757.5,359911183,294.209458,46.799306,4581.68,2.688,0.185,119.17,3.781141281
J193650.27+464757.3,594202072,294.2094783,46.7992731,4593.32,2.705,0.206,200.71,3.896086216
J193654.22+425337.1,247701137,294.225942,42.893639,4743.73,2.402,0.123,203.78,2.969671249
J193708.71+411032.0,367810103,294.286329,41.175583,4803.32,2.564,-0.371,133.49,2.688592911
J193713.57+470433.0,362805207,294.306583,47.075839,4452.54,2.526,0.244,137.94,3.904231548
J193721.07+393718.6,373105114,294.33783,39.621841,4645.75,2.4,-0.492,319.42,2.314768553
J193743.68+284031.1,469004063,294.432026,28.67533,4458.68,2.292,-0.175,53.48,3.125025272
J193748.59+374540.3,664012108,294.45249,37.761202,4699.42,2.401,0.003,111.2,2.502534151
J193807.22+400141.9,373104118,294.53009,40.02832,4957.71,2.43,-0.245,90.86,2.58826375
J193812.13+552053.1,575102038,294.550577,55.348109,4781.41,2.501,-0.199,147.7,2.332923174
J193819.85+405758.6,373115106,294.5826,40.966664,4937.58,2.589,0.119,274.05,3.615521908
J193819.99+375902.8,373101010,294.583317,37.984122,4895.09,2.091,-0.635,56.66,2.208380938
J193827.15+382758.0,579801131,294.61316,38.466129,4769.49,2.193,-0.17,268.08,2.146450043
J193832.90+411050.0,579915130,294.637121,41.180561,4581.17,2.387,-0.249,151.62,3.030916691
J193834.90+501953.6,350613073,294.64545,50.33157,4812.48,2.511,0.05,176.11,2.147197962
J193837.39+395344.0,373104112,294.65582,39.89558,4723.67,2.688,0.071,73.15,2.528103352
J193838.78+400619.0,373104106,294.66162,40.105289,4753.71,2.556,-0.077,331.4,4.143298149
J193839.65+423429.2,247701117,294.665237,42.574803,4392.49,2.564,0.372,60.29,2.513906956
J193841.99+491246.4,588115199,294.67496,49.21291,4716.77,2.567,0.079,196.48,2.841794491
J193843.70+301337.4,461311074,294.682598,30.227155,5357.88,3.075,0.196,35.67,2.710519791
J193848.73+433859.3,247708182,294.703083,43.649833,4714.28,2.513,-0.093,142.28,4.026320457
J193902.57+423015.8,359901192,294.760733,42.504392,4430.59,2.143,-0.233,67.97,2.339636326
J193904.50+382629.0,579901126,294.76877,38.441391,4912.12,2.287,-0.448,133.42,2.961380482
J193914.20+405408.6,53009172,294.809167,40.902389,4730.01,2.693,-0.052,32.04,2.658834696
J193920.56+441850.0,359908239,294.83569,44.313911,4816.47,2.74,0.277,96.56,2.999508858
J193929.24+401954.4,367802166,294.87186,40.331799,4744.56,2.672,0.216,102.89,2.42373991
J193951.95+461440.5,362701217,294.96649,46.244591,4615.37,2.443,-0.223,332.97,2.335479736
J193951.96+461440.4,247612138,294.9665,46.244583,4641.75,2.395,-0.259,73.55,2.469065428
J194022.87+422240.5,367714131,295.0953,42.377925,5252.52,2.797,-0.079,43.21,4.04945612
J194030.69+421308.4,367814173,295.128708,42.219361,4733.34,2.537,0.185,437,2.265192747
J194041.05+464633.1,362801149,295.17108,46.775879,4700.17,2.719,0.099,183.82,3.306308746
J194055.36+461913.6,360112136,295.230667,46.320469,4980.8,2.36,-0.239,49.6,3.124190331
J194055.38+461913.0,247712150,295.23075,46.320278,5172.26,2.989,-0.065,35.46,3.30282402
J194105.32+484712.5,157204063,295.272208,48.786833,4618.83,2.586,0.114,166.59,2.436737061
J194105.32+484712.6,362704064,295.27219,48.786839,4626.47,2.591,0.095,196.27,2.540892839
J194108.03+463225.2,594201082,295.2834839,46.5403558,4792.47,2.47,-0.112,125.91,2.567955971
J194110.84+402304.8,373109007,295.2952,40.38467,4908.25,2.806,0.24,195.28,3.173770666
J194113.66+400338.2,367702045,295.30695,40.060612,4801.72,2.562,0.023,79.77,3.10561657
J194115.01+414402.8,367814053,295.31255,41.734133,4698.21,2.103,-0.967,36.2,3.527205944
J194132.04+481216.1,594204094,295.383539,48.20449,5569.04,3.335,0.187,57.04,4.354586124
J194141.07+431514.9,247607118,295.421125,43.254139,4643.88,2.455,0.088,140.72,3.853460789
J194147.43+123320.2,575310169,295.447638,12.555631,4812.89,2.619,0.052,106.66,2.577425241
J194147.99+123055.3,580410169,295.44999,12.5153622,4712.86,2.492,-0.011,187.89,2.351190567
J194159.55+405723.9,52909033,295.498125,40.956639,5441.31,3.31,-0.249,37.32,2.017534018
J194220.93+501843.6,588111246,295.58722,50.31213,4825.93,2.457,-0.097,232.89,3.128708839
J194224.65+424105.0,359907226,295.60272,42.684731,4688.24,2.668,0.073,86.74,3.951265335
J194236.82+443453.4,247708036,295.653417,44.5815,4888.35,2.617,-0.016,153.4,4.105434418
J194236.84+443453.5,360108036,295.653504,44.581542,5106.72,2.984,0.131,54.68,4.244188309
J194326.23+425228.8,247707201,295.859292,42.874667,4725.66,2.559,-0.174,100.16,2.848659992
J194338.60+495825.6,362809079,295.91086,49.973789,4595.6,2.702,0.241,162.64,2.654906273
J194338.60+495825.7,572812185,295.9108442,49.97381,4561.84,2.696,0.313,137.18,2.638719559
J194340.00+483648.6,572813230,295.9166675,48.6135228,4725.46,2.612,-0.063,79.71,2.551953316
J194403.82+420306.4,579812033,296.015917,42.0518,4759.36,2.563,0.122,101.28,2.218763828
J194406.00+425033.6,360007208,296.025,42.842667,4723.04,2.504,-0.094,104.64,3.964469433
J194406.02+425034.0,367716158,296.025096,42.842781,4730.1,2.47,-0.084,219.05,3.961248875
J194412.06+423620.4,367915089,296.05026,42.605679,4843.87,2.459,-0.321,199.2,2.181348801
J194413.81+282214.4,469006031,296.0575722,28.3706669,4724.75,2.552,0.241,85.38,3.372805119
J194418.12+425733.0,52207066,296.0755,42.959167,5173.87,2.41,0.314,173.93,2.515862465
J194433.91+424356.2,52207225,296.141333,42.732278,4603.1,2.152,-0.097,246.97,2.058407784
J194434.19+424355.6,367715088,296.14133,42.732269,4624.25,2.177,-0.118,396.24,2.004832268
J194439.95+421941.4,367815062,296.16647,42.328178,4476.92,2.222,-0.044,243.63,2.781000614
J194446.93+440725.2,247606085,296.195542,44.123667,4506.97,2.276,-0.201,192.37,3.243016481
J194446.94+440725.7,360106085,296.195608,44.123808,4499.86,2.239,-0.213,115.61,2.827226162
J194514.23+384405.8,52907084,296.309292,38.734961,5175.32,2.871,-0.195,64.15,4.662200451
J194515.89+122633.8,575305226,296.316223,12.442726,4759.19,2.438,-0.153,72.46,2.565536022
J194518.34+385925.3,373107193,296.326442,38.990372,4800.86,2.513,-0.183,52.91,2.360105991
J194523.29+390023.7,373106214,296.34705,39.006592,4787.02,2.253,0.035,81.93,2.487950325
J194529.66+403753.2,367805245,296.3736,40.631464,4241.1,1.963,-0.129,100.63,2.395614147
J194550.88+433721.6,247706005,296.462,43.622694,4056.64,1.782,-0.136,288.65,3.174153805
J194551.76+435633.6,247606193,296.465667,43.942667,5381.11,3.477,-0.076,117.3,2.347074509
J194607.61+430244.1,52207082,296.531717,43.045611,4575.59,2.217,-0.167,99.01,3.882122993
J194607.79+394525.5,373106099,296.532475,39.757106,4545.36,2.766,0.269,42.61,2.661036968
J194608.54+462053.8,359912179,296.535604,46.348283,5465.38,2.717,-0.174,37.24,2.094545364
J194630.82+430549.8,367816109,296.628417,43.097194,4614.54,2.622,0.18,90.49,3.208354235
J194637.47+400334.5,367702068,296.656142,40.059597,4984.02,2.337,-0.277,67.87,3.088965416
J194655.12+383834.5,579907094,296.729675,38.642931,4279.61,1.865,-0.166,106.4,2.828896523
J194657.91+431155.2,367816107,296.741325,43.198678,4664.12,2.688,0.156,87.95,2.845030069
J194657.94+431154.6,367716107,296.741417,43.1985,4618.62,2.597,0.121,89.92,2.950619221
J194658.06+443608.5,158802160,296.741921,44.602367,4858.9,2.179,-0.445,100.27,2.83748126
J194711.30+484011.8,588109243,296.7971192,48.6699611,4621.27,2.313,-0.28,52.3,3.473778248
J194711.30+484012.4,362709243,296.797096,48.670133,4625.16,2.504,-0.31,137.7,3.177846909
J194712.51+412835.3,241704181,296.80215,41.476475,4893.96,2.934,-0.015,33.68,2.957094669
J194716.00+154752.1,575311135,296.8167072,15.7978125,5521.3,3.45,0.104,58.05,2.603876114
J194716.60+460439.1,158914186,296.8192,46.077528,4677.94,2.601,0.099,214.85,2.107995987
J194717.66+435204.9,367711162,296.823604,43.868033,4140.15,2.046,-0.072,76.43,2.63356638
J194718.07+491954.4,154809188,296.825333,49.331778,5273.83,3.295,-0.101,41.55,2.816238165
J194730.24+412945.4,373112204,296.876,41.495972,4449.8,2.567,-0.075,192.98,2.765811682
J194735.23+465741.6,572806122,296.896817,46.961576,4682.34,2.409,0.076,95.53,2.406108141
J194740.39+412631.4,241704192,296.918292,41.442056,5281.67,3.478,0.257,114.54,2.843896151
J194744.50+435606.2,247706167,296.935417,43.935083,4757.38,2.53,-0.055,167.18,3.045909882
J194752.30+430616.4,162311077,296.968042,43.104583,5026.49,2.805,0.131,294.52,3.113728523
J194754.35+444740.4,247713079,296.976483,44.794564,4993.81,3.245,-0.294,52.13,2.144145966
J194807.13+434611.8,367911126,297.029717,43.769972,4487.08,2.493,0.014,71.25,2.549523354
J194807.26+434611.7,367711126,297.03025,43.769917,4437.97,2.609,0.107,136.01,2.500174046
J194808.26+485448.5,362809146,297.034429,48.913497,4777.6,2.522,-0.14,414.89,4.10393095
J194808.76+121515.5,575305138,297.036521,12.254323,4760.34,2.475,-0.053,117.67,3.90255022
J194821.56+141747.9,575315118,297.0898669,14.2966625,4725.96,2.634,-0.029,63.32,4.55091238
J194836.67+433303.2,247706111,297.152792,43.550889,4796.4,2.386,-0.195,69.07,3.853055954
J194836.68+433303.6,367911195,297.15285,43.551022,4756.71,2.45,-0.152,110.61,3.383437634
J194837.48+471337.2,158816206,297.156167,47.227,5119.81,2.718,-0.151,79.61,2.430401325
J194841.74+402543.2,52813037,297.173958,40.428667,5538.06,3.062,-0.22,33.75,2.982415438
J194851.73+395556.6,162301175,297.215542,39.932389,4913.26,2.058,-0.292,51.29,4.082431793
J194923.64+503138.3,157212028,297.348529,50.527319,4864.63,2.202,-0.721,73.07,2.474953413
J194939.32+111003.8,580401194,297.4138744,11.1677442,4458.52,2.281,-0.395,193.92,3.443426132
J194939.88+425310.8,367915045,297.416167,42.886361,4274.08,2.271,-0.196,188.44,2.804050446
J194950.35+405310.5,162205124,297.459833,40.88625,5573.41,3.42,0.035,108.59,2.940542459
J194958.21+475026.9,154806226,297.492542,47.840833,4586.3,2.689,0.225,123.15,3.887871504
J194958.21+475027.0,588106226,297.49255,47.840839,4556.36,2.64,0.19,287.65,3.852954149
J195033.30+463906.8,154807099,297.63875,46.651889,5120.19,3.198,-0.355,32.71,2.790495157
J195043.65+404044.7,367805123,297.68188,40.679089,4631.57,2.387,-0.154,270.5,3.556376457
J195106.23+415959.5,367904215,297.775962,41.999878,5078.73,2.235,-0.397,75.02,2.840201378
J195117.69+500324.7,594212102,297.823723,50.056872,5402.98,3.37,-0.026,279.21,2.607322216
J195121.19+475634.0,157206176,297.838333,47.942786,5022.61,2.379,-0.128,106.96,3.605009556
J195131.28+423912.1,367709107,297.880367,42.653367,5281.15,3.09,0.131,121.47,3.621816158
J195143.49+473840.5,594206188,297.93124,47.6446,4777.75,2.418,-0.096,178.75,4.031668663
J195155.05+450759.4,364210207,297.979375,45.133167,4094.64,2.135,0.029,246.84,2.487494946
J195155.10+450759.8,364310207,297.979592,45.133283,4088.63,2.139,0.007,229.09,2.454967499
J195213.15+115149.6,580407124,298.0548211,11.8637911,5077.73,2.614,-0.393,90.39,4.854144573
J195218.66+492902.9,157213117,298.077779,49.484158,4226.61,2.098,-0.244,147.65,2.340461731
J195221.30+473155.9,158916055,298.08875,47.532222,4780.86,2.498,-0.094,236.11,2.72125864
J195228.86+493331.8,362713105,298.120288,49.558839,4716.72,2.579,-0.167,57.16,2.251982212
