designation,obsid,ra,dec,teff,logg,feh,snrr,coord_A_Li
J072556.29+553344.5,612904052,111.4845631,55.5623817,5170.92,2.964,-1.147,60.87,2.235264301
J072557.40+090051.2,769412176,111.48919,9.0142337,4799,2.332,-0.337,171.24,2.253249407
J072616.42+282942.7,314408219,111.5684417,28.4952144,4941.37,2.395,-0.311,214.04,4.187209606
J072619.97+295805.7,314409021,111.5825733,29.96893278,4577.73,2.3,-0.164,567.36,3.317294598
J072626.39+050829.7,656715105,111.60999,5.141597,4607.84,2.585,0.179,110.27,2.792036772
J072626.99+384746.0,124616182,111.61246,38.796131,4746.21,2.481,-0.044,97.4,3.83030653
J072631.83+091133.1,129105019,111.63264,9.192536,4052.79,1.676,-0.154,158.64,2.332197189
J072637.03+270701.3,281106164,111.65433,27.117029,5016.69,3.369,-0.322,36.48,2.712431192
J072641.55+160641.6,313007070,111.6731611,16.1115831,4926.61,2.343,-0.393,300.09,4.125927925
J072647.51-004432.9,724606205,111.6979933,-0.7424861,4676.76,2.559,0.072,133.16,3.967263699
J072647.52-004432.9,88704115,111.698,-0.742491,4652.04,2.557,0.094,193.12,3.832503557
J072705.79+173040.9,313006086,111.7741636,17.5113764,4735.38,2.187,-0.525,173.36,3.822620869
J072709.80+025126.2,656701129,111.790851,2.857281,4800.3,2.295,-0.264,66.84,4.398398876
J072711.35+064742.6,769306098,111.79731,6.7951929,4726.25,2.699,-0.014,43.36,3.761332035
J072711.35+064742.7,656711040,111.7973261,6.7952075,4671.61,2.606,0.063,118.17,3.678400993
J072711.86+390304.1,184416067,111.79944,39.051157,4932.72,2.187,-0.634,78.2,2.37032342
J072712.38+525550.5,612901193,111.8015844,52.9307033,4838.02,2.381,-0.315,102.25,3.016566515
J072726.13+330521.3,226710147,111.8589,33.089261,4793.46,2.484,-0.344,129.48,2.261271477
J072731.92-011040.9,88705120,111.88303,-1.1780537,4796.94,2.603,-0.106,51.28,2.781540394
J072744.73+102935.5,129304106,111.93638,10.493216,4876.04,2.322,-0.42,104.26,2.188921213
J072747.41+052821.3,46701153,111.94757,5.4725966,4932.1,2.208,-0.698,50.59,3.433907032
J072748.69+250525.9,133802123,111.95289,25.090541,4957.27,3.208,-0.53,35.89,3.420075893
J072753.25+295758.4,209306105,111.97191,29.966232,4727.55,2.38,-0.19,79.56,2.409310818
J072755.70+020809.9,656701179,111.982092,2.136106,4924.28,2.099,-0.368,45.22,3.964824677
J072800.31+503627.3,796009104,112.0033878,50.60736389,4984.95,2.534,-0.092,94.52,4.55380249
J072812.80+111441.4,129409153,112.05334,11.244846,4953.84,2.352,-0.344,110.61,2.772256851
J072813.81+473359.6,448104149,112.05756,47.566556,4434.11,1.456,-0.866,115.61,2.187120914
J072821.85+441807.6,547406240,112.09107,44.302123,5110.85,2.896,-0.727,34.17,2.611577511
J072824.38+031708.3,266508104,112.1016194,3.2856614,5429.49,3.465,-0.51,48.14,2.030213118
J072825.92+352233.6,124602139,112.10802,35.376007,5179.97,3.434,-0.448,36.55,3.012232304
J072825.93+352233.6,535815150,112.1080564,35.3760122,5163.48,3.356,-0.517,164.6,2.504220247
J072829.09+102015.3,129404104,112.12123,10.337606,4342.04,1.759,-0.509,39.82,2.134527683
J072829.72+101303.2,129408239,112.12387,10.217582,5509.29,3.471,-0.008,40.77,3.162656069
J072831.34-022538.5,88801112,112.13059,-2.4273874,4788.76,2.438,-0.11,66.17,3.05784297
J072832.25+040114.5,266508240,112.134394,4.020717,4885.97,2.202,-0.422,80.24,2.518168926
J072840.59+081053.0,129401187,112.16913,8.181414,4630.62,1.954,-0.453,127.09,3.878696442
J072841.11+070147.3,379205204,112.170394,7.029826,4529.48,2.23,-0.078,369.71,2.688382626
J072844.09+342621.5,129913109,112.18371,34.439313,4685.84,2.56,0.097,34.75,4.618180275
J072846.14-001038.3,724606059,112.192384,-0.178568,4877.2,2.346,-0.248,169.1,3.045203924
J072846.80+025619.7,656707029,112.195003,2.938814,5526.14,3.297,0.102,110.66,2.379769802
J072852.62+052448.2,46801139,112.21926,5.413406,5423.65,3.394,-0.191,115.47,2.70947814
J072856.79+261433.8,228010209,112.23664,26.242723,5090.57,3.078,-0.498,52.27,2.542323589
J072858.15+501941.8,796009175,112.2422969,50.3282886,5283.22,3.328,-0.428,67.89,2.386325836
J072920.63+680319.9,601204148,112.33599,68.055543,4881.31,2.275,-0.686,51.69,4.106611252
J072939.35+045812.2,266509187,112.413996,4.970056,4723.97,2.546,0.003,209.58,3.391876221
J072939.36+045812.1,46601102,112.414,4.970049,4719.54,2.358,-0.223,40.73,2.104129314
J072943.58+241700.9,334811111,112.4316197,24.2835939,4837.62,2.576,-0.169,109.36,3.766105175
J072944.27-000940.8,88709221,112.43446,-0.1613389,4959.99,2.281,-0.747,44.73,3.056256771
J072946.69-030047.3,436204250,112.4452164,-3.01333639,5317.39,2.538,-0.196,413.18,2.989463091
J072949.29+224538.2,140503083,112.45539,22.760637,5059.45,2.431,-0.183,58.32,3.10675478
J072957.19+220535.8,334804232,112.4883144,22.0932811,4902.4,2.381,-0.369,258.39,2.5734725
J073012.50+273859.1,90714085,112.5521,27.649766,5099.26,2.424,-0.483,58.86,4.045308113
J073014.71+341654.7,535804106,112.5613103,34.2818714,4957.42,2.367,-0.451,209.68,3.574216366
J073034.81-005500.1,88708067,112.64506,-0.9167001,5455.51,2.868,-0.233,52.34,2.226659536
J073039.42-040018.2,436208103,112.663986,-4.005437,4763.37,2.544,-0.086,327.16,2.165979385
J073048.46+500343.4,497701174,112.70193,50.062079,4794,2.63,-0.413,47.92,2.035299778
J073050.78+264438.5,92112115,112.71159,26.744028,4284.43,2.358,-0.261,61.49,2.458029985
J073053.81+090539.5,379204201,112.7234433,9.09451111,4225.47,1.673,-0.262,497.44,2.535104036
J073055.41+544412.8,612908129,112.7308881,54.7369103,4874.84,2.453,-0.499,212.7,4.432073593
J073105.48+251637.1,90802249,112.77287,25.276995,5578.79,3.078,-0.782,44.19,2.209813356
J073108.74+582625.9,380116179,112.7864303,58.4405411,4888.81,2.49,-0.331,201.25,3.912816048
J073122.59+213607.6,140502232,112.84413,21.602133,4837.76,2.379,-0.158,121.58,3.691249371
J073125.90+050645.3,46807008,112.85793,5.1125981,4280.7,1.764,-0.398,32.98,2.780826569
J073129.39+052707.0,266513154,112.872487,5.451949,4856.16,2.486,-0.134,154.87,2.099726439
J073142.55+255001.8,327806131,112.9273236,25.8338422,4599.6,2.398,-0.155,115.18,2.695815086
J073142.55+255001.9,90805227,112.92733,25.833866,4566.49,2.361,-0.207,149.51,2.939653873
J073145.25+535928.6,448311114,112.93856,53.991301,5030.21,2.285,-0.934,129.19,3.187087536
J073146.24+323931.9,120414225,112.94267,32.658872,5193.09,2.767,-0.382,31.72,2.422779799
J073147.27+395741.3,556616182,112.946995,39.9614925,5133.86,3.26,-0.203,78.42,2.339451075
J073154.16+470545.4,309309073,112.9757028,47.0959458,4294.05,2.229,-0.151,181.77,3.930435181
J073158.99+034004.9,811610109,112.994738,3.668041,4983.64,2.706,-0.044,239.36,3.833552361
J073204.13+092041.3,129207199,113.01722,9.3448272,4812.33,2.445,-0.152,87.15,4.683391571
J073205.85+082146.0,379204125,113.024407,8.362792,4848.67,1.926,-0.48,220.53,2.334601879
J073213.93+011016.3,88612013,113.05807,1.1712168,4535.47,2.668,0.268,70.55,2.645663738
J073218.03+010322.6,88812015,113.07514,1.0563008,4641.45,2.469,0.171,74.89,2.05065012
J073226.53+063645.2,379201113,113.110546,6.612556,4866.7,2.382,-0.645,32.17,3.494870424
J073229.24+053237.3,46807117,113.12184,5.543701,4990.82,2.252,-0.381,43,2.344564199
J073254.70+375910.0,124615193,113.22795,37.986119,4958.27,2.655,-0.15,246.72,4.468320847
J073255.53+133145.4,441703229,113.2305422,13.52928694,4824.69,2.245,-0.128,279.03,2.246205568
J073318.11+083807.6,46812006,113.32549,8.635467,4918.49,2.251,-0.34,46.2,4.121702194
J073318.12+083807.6,379204238,113.3255142,8.6354606,4939.75,2.283,-0.331,258.89,3.718812943
J073319.22+052445.4,656713122,113.330098,5.41262,5079.92,2.382,-0.676,66.9,3.1099298
J073323.78+395249.8,545907169,113.348445,39.87939278,4822.37,2.511,-0.154,257.11,2.82956028
J073328.02-004911.5,88806096,113.36675,-0.8198842,4086.77,2.186,0.145,192.45,2.486437798
J073328.02-004911.6,600501102,113.366758,-0.819889,4089.02,2.152,0.11,132.9,2.758826017
J073329.18+250429.6,228001062,113.37161,25.074897,4343.55,1.866,-0.561,65,3.647746086
J073332.79+250752.6,90701059,113.38665,25.131292,4804.92,2.521,-0.166,112.23,3.530303955
J073334.92+481202.4,308307052,113.3955194,48.2006694,4796.5,2.341,-0.197,118.12,2.78211832
J073338.38+400841.0,545907039,113.4113119,40.14386028,4876.14,2.373,-0.384,537.42,4.781977177
J073343.29+082757.7,46712012,113.43038,8.4660379,5514.46,2.577,-0.038,37.09,2.721111774
J073353.59-015653.2,88707147,113.47333,-1.9481362,5068.83,2.632,-0.244,59.51,3.330927372
J073354.92-011633.3,275414041,113.478874,-1.275937,4849.66,2.643,-0.058,83.27,2.947264671
J073356.15+323406.4,208202155,113.48396,32.568461,4853.75,2.417,-0.146,68.85,3.093657732
J073403.13+293905.6,657710073,113.5115467,29.65146389,5067.72,2.647,-0.113,469.08,2.336209297
J073408.13+483128.4,796007178,113.5338839,48.5245758,4813.39,2.348,-0.617,93.86,2.469710827
J073410.89+195909.0,811210028,113.5453847,19.9858589,4829.29,2.533,-0.498,178.56,2.530447721
J073421.14+382032.8,184515128,113.58809,38.342472,4037.15,1.814,-0.104,200.63,2.655662537
J073422.14+051906.8,46707093,113.59225,5.3185656,4755.02,2.696,-0.047,34.47,3.911403179
J073422.14+051906.9,811616095,113.592264,5.31859,4704.33,2.586,0.013,365.98,4.625909805
J073453.78+404038.3,545908121,113.7241089,40.6773194,4868.04,2.334,-0.358,271.29,4.583406925
J073455.75+224143.1,334813248,113.7323072,22.6953133,4659.55,2.705,0.037,32.12,3.702335358
J073458.83+254907.4,197308216,113.74513,25.818743,4904.25,2.057,-0.908,33.47,2.990905285
J073501.49+212733.3,230401172,113.75621,21.459273,5569.75,3.495,-0.099,48.96,2.223652363
J073512.51+045815.8,656713031,113.802128,4.971066,4937.17,1.671,-0.742,70.95,2.693837404
J073515.67-031511.0,436206030,113.815323,-3.253074,4492.95,2.341,0.119,159.72,2.556985855
J073519.75+471244.5,339202182,113.83231,47.2123747,4568.1,2.259,-0.08,222.95,2.179495335
J073519.76+471244.4,182207200,113.83234,47.212357,4565.53,2.371,-0.088,146.75,2.175177097
J073523.62+141908.1,135610194,113.84842,14.318935,5107.71,3.369,-0.229,31.48,2.221688271
J073530.18+182828.0,555915023,113.8757556,18.4744528,4015.75,1.598,-0.481,86.15,2.942052126
J073605.23+193817.1,811202039,114.0218328,19.6380861,4941.93,2.362,-0.387,355.43,3.077345371
J073607.60+191106.2,811202219,114.0317019,19.1839275,5219.34,3.062,-0.013,183.71,2.91311264
J073640.41+330333.1,91915087,114.16838,33.059196,4866.48,2.47,-0.525,101.75,3.477885008
J073641.77+054846.6,205616063,114.174064,5.812948,5157.21,3.164,-0.404,37.51,2.134221792
J073654.39+272438.1,90804220,114.22665,27.410585,4749.12,2.328,-0.335,153.61,2.748896122
J073712.21-004254.2,600507209,114.300896,-0.715061,4855.42,2.331,-0.116,238.71,2.98638916
J073716.15-030445.2,436213060,114.316816,-3.079247,4000.21,1.682,0.057,309.39,2.716844082
J073728.49+144004.8,441715185,114.3677808,14.66801833,4886.65,2.468,-0.482,739.31,2.327010632
J073739.12+261134.8,606406240,114.41302,26.193008,5082.22,3.152,-0.405,50.3,2.314345598
J073745.58+091110.3,379213138,114.4399475,9.1862064,4958.79,2.324,-0.575,155.74,2.954766273
J073822.02+160147.9,229114087,114.59178,16.029983,5377.38,3.453,-0.212,46.85,2.498564959
J073822.64+044616.4,205715248,114.594366,4.771244,4391.49,2.127,-0.092,191.39,3.970358849
J073834.24+212326.1,140507024,114.64267,21.390591,4906.04,2.357,-0.424,152.41,2.761946678
J073839.69+131912.4,397011163,114.6653922,13.3201353,4496.74,2.175,-0.379,138.76,2.918298483
J073839.69+131912.5,229102210,114.66539,13.320144,4568.23,2.593,-0.291,31.28,2.956484795
J073901.46+161734.1,555908124,114.7561242,16.2928211,4763.22,2.384,-0.433,207.53,3.576697588
J073908.63+150958.7,417203093,114.78597,15.16632,4271.54,1.756,-0.572,66.74,2.772162437
J073909.63+023418.7,600512123,114.7901286,2.5718667,4773.24,2.516,-0.265,91.79,3.741192579
J073925.16+384933.7,331012044,114.85487,38.826051,5127.79,3.378,-0.618,45.74,2.164526939
J073933.56+423751.4,545913164,114.8898358,42.6309714,4830.71,2.497,-0.463,384.34,3.733296394
J073936.35+025702.6,205705033,114.901476,2.950728,4787.75,2.456,-0.074,185.18,3.878091335
J073940.27+071849.3,379207150,114.917548,7.3137,5029.47,2.757,-0.493,364.86,2.901870012
J073941.07+165918.5,229016062,114.92115,16.98848,5144.29,2.707,-0.178,249.93,3.155780554
J073953.98+313706.6,208201244,114.97495,31.618505,5046.85,3.218,-0.314,46.95,2.762744427
J073959.81+141451.9,229105240,114.99924,14.247765,4793.34,2.322,-0.304,241.47,3.661528587
J074001.92+182659.5,388214036,115.0080361,18.4498839,4329.89,2.407,0.065,102.19,2.83714509
J074001.93+182659.5,128002217,115.00805,18.449877,4290.81,2.368,0.128,125.02,2.732937813
J074020.13+501559.8,651901008,115.0838889,50.2666297,4851.04,2.44,-0.219,170.75,2.841933966
J074020.55+104125.0,397004098,115.0854722,10.69065917,4896.62,2.186,-0.488,242.68,2.997223139
J074028.68+461524.1,410514247,115.1195011,46.2567003,4433.88,2.616,0.069,123.8,2.07383585
J074049.51+152454.5,229103156,115.20631,15.415149,5566.13,3.435,-0.131,339.83,2.842716455
J074050.87+121811.4,191314043,115.21197,12.303178,5004.59,2.471,-0.635,183.99,2.095533371
J074051.22+241938.3,89914029,115.21342,24.32733,4822.39,2.415,-0.136,352.33,3.971515656
J074052.28+163305.9,229015165,115.21786,16.551655,5046.5,2.717,-0.135,244.44,3.610838652
J074110.82+581223.8,380115144,115.2937283,58.20662806,4919.35,2.43,-0.303,499.05,2.24430728
J074113.82+210014.9,230407219,115.30762,21.004152,5527.73,3.428,-0.235,59.71,2.927750111
J074127.64+200218.9,128003186,115.36518,20.038591,4628.66,2.564,0.134,88.83,3.036463976
J074130.96+134746.9,135605208,115.37902,13.796368,4911.11,2.635,-0.18,118.1,2.072862625
J074136.78+142658.1,229005057,115.40328,14.449477,4875.4,2.335,-0.248,349.72,3.53344059
J074141.64+015543.9,811601021,115.423527,1.928872,5116.72,2.83,-0.246,103.29,4.331895828
J074150.73+093425.2,397008206,115.4613819,9.5736728,4674.7,2.592,0.043,124.86,2.813866138
J074158.64+155715.1,555907198,115.4943681,15.9542031,4827.26,2.309,-0.351,128.85,3.392557859
J074158.65+155715.0,229015228,115.49439,15.954191,4849.69,2.411,-0.317,112.04,3.292483807
J074159.58+312237.8,91808167,115.49829,31.377178,5282.27,3.448,-0.25,53.78,2.085739136
J074212.88+512254.5,425908184,115.5536722,51.3818269,4444.45,2.634,0.274,153.93,4.24233675
J074220.40+311124.2,91908159,115.58503,31.190078,4686.11,2.477,0.023,80.19,2.242522001
J074237.36+154052.1,555907140,115.6556883,15.6811614,3966.44,1.809,-0.271,237.53,2.645374775
J074237.36+154052.2,229104028,115.65568,15.681183,3983.32,1.79,-0.266,218.55,2.593361378
J074247.60+350318.3,208315140,115.69835,35.055111,4805.24,2.289,-0.191,293.16,2.856610537
J074252.07+131409.9,419004047,115.71698,13.236093,4275.18,1.7,-0.236,79.68,2.158222437
J074256.83+261105.4,90706234,115.73681,26.184847,4880.4,2.324,-0.441,68.61,2.986100197
J074257.06+565734.3,487001137,115.73775,56.959536,5264.74,3.078,-1.383,39.53,2.455353498
J074300.46+034238.2,263914247,115.7519242,3.71063,4779.52,2.541,-0.031,41.19,3.744890213
J074306.92+003107.6,275411194,115.778874,0.5188,5079.38,2.637,-0.307,47.14,2.676033258
J074403.25+323338.9,91809031,116.01355,32.560814,4950.88,3.013,-0.453,35.24,2.296667099
J074411.99+200417.9,279704183,116.04999,20.071659,4578.95,2.568,-0.133,242.29,3.527763605
J074418.50+145812.2,441713165,116.0776697,14.97012139,4460.09,2.235,-0.187,449.94,2.302545071
J074430.30+205707.1,176215184,116.12627,20.951985,4918.26,2.368,-0.656,43.07,2.47398448
J074433.93+202813.3,176304015,116.1414,20.470378,4997.91,2.616,-0.793,38.43,2.194565773
J074446.25+031518.0,205708126,116.192726,3.255013,4962.11,2.463,-0.49,98.33,4.070964813
J074450.42+385421.9,218510102,116.21009,38.90611,4988.7,2.959,-0.345,66.95,2.370829582
J074450.42+385422.0,556613170,116.2101197,38.9061133,5026.44,3.091,-0.312,131.8,2.395473003
J074507.19+233855.0,140513013,116.27998,23.648632,4772.11,2.62,0.084,94.67,2.817034245
J074517.65+013820.9,263902085,116.323561,1.639144,4762.7,2.506,0.011,63.95,2.163337708
J074527.69+145056.7,441713109,116.3653839,14.8491014,4851.06,2.356,-0.305,157.12,2.204607725
J074552.39+472254.8,403516112,116.46831,47.381894,5429.84,3.051,-0.801,31.57,2.636345625
J074553.06+083013.7,442810127,116.471086,8.50381,5211.02,3.103,-0.323,53.55,3.407753944
J074606.65+173357.4,388205063,116.5277372,17.5659633,4930.87,2.333,-0.332,216.19,3.896006584
J074606.65+173357.5,229111026,116.52772,17.565973,4938.88,2.339,-0.351,137.51,3.701206684
J074631.65-052655.6,94710226,116.63188,-5.4487935,4046.44,1.817,-0.138,206.71,2.517047882
J074638.31+361504.2,273611045,116.65965,36.251194,4981.07,2.346,-0.653,38.21,3.374983311
J074639.25+222254.0,89902002,116.66356,22.38168,4860.58,2.449,-0.028,69.58,2.145023346
J074640.38+392842.4,218514073,116.66828,39.478462,4516.31,2.623,0.258,117.16,3.301921368
J074642.13+013156.8,109602131,116.67558,1.532446,4745.39,2.586,0,106.42,3.246439219
J074650.11+124654.7,397012182,116.70799,12.781875,4759.05,2.097,-0.399,115.41,4.094352245
J074708.15+275106.3,2703084,116.78398,27.851765,5218.03,3.265,-0.686,37.25,2.378543615
J074717.65+040619.7,263914080,116.8228056,4.10548972,4705.04,2.673,0.332,280,3.196304798
J074722.29+110723.1,397013085,116.8420733,11.12310972,4466.56,2.745,0.329,108.63,2.64688921
J074731.92+275711.4,650814232,116.8830317,27.9531944,4636.59,2.544,0.094,162.04,3.149513721
J074731.97+291616.1,83302124,116.88324,29.27114,5006.21,2.495,-0.532,63.41,2.626755238
J074732.35+302453.9,91907095,116.88482,30.414989,4603.76,2.659,0.176,184.09,3.387558937
J074734.19-045135.5,170203103,116.89246,-4.859869,5195.9,2.792,-0.042,118.9,3.394247055
J074815.89+115949.5,191304181,117.06623,11.997103,4906.74,2.366,-0.308,208.46,2.620892048
J074831.29+140505.2,419012099,117.13039,14.084789,4343.07,1.782,-0.563,101.34,3.027803421
J074834.86+043755.1,263915171,117.1452522,4.6319847,4868.39,2.327,-0.357,177.77,4.470977783
J074838.53-060358.6,94903027,117.16055,-6.0662917,4730.79,2.588,0.027,288.28,2.204240322
J074838.70-060413.8,94803027,117.16129,-6.0705064,4727.53,2.581,0.032,124.83,2.248045683
J074839.58+385233.2,556613126,117.1649197,38.8759103,4833.88,2.371,-0.334,122.51,2.933513165
J074846.76+011405.9,263902106,117.194504,1.234986,3926.29,1.226,-0.179,479.3,2.223264694
J074852.37+150305.6,229008094,117.21822,15.05156,5037.71,2.212,-1.626,113.9,2.259901047
J074903.61+190931.8,811207076,117.2640408,19.15980639,4145.72,1.564,-0.333,100.59,3.07730484
J074911.10+291547.0,77111178,117.29629,29.263076,5128.25,2.603,-0.673,35.55,2.38151145
J074951.68+140516.4,229107178,117.46535,14.0879,4790.38,2.635,-0.076,331.77,3.798548937
J075002.60+022603.7,109705057,117.51085,2.434377,4944.83,2.336,-0.314,56.18,3.697108507
J075015.52+002236.5,275412199,117.564676,0.376823,4602.73,2.413,0.035,68.56,2.223797798
J075022.83+041151.5,205613069,117.595158,4.197662,4987.29,2.507,-0.6,139.71,4.677782536
J075054.74+480342.2,410511151,117.7281192,48.0617475,4701.33,2.068,-0.565,53.39,4.046315193
J075100.78-075206.3,170201243,117.75327,-7.868437,4232.73,1.993,0.076,256.13,2.104520559
J075103.24-065829.8,170202056,117.76351,-6.974963,4776.24,2.199,-0.063,190.9,2.13019228
J075108.02-040617.0,94815222,117.78342,-4.104732,4924.14,2.291,-0.531,40.69,2.291990042
J075109.52+000554.9,115314088,117.78969,0.0986102,4755.15,2.394,-0.198,63.77,3.90747118
J075109.52+000555.0,115214088,117.78969,0.0986127,4830.99,2.527,-0.13,34.65,3.085139036
J075112.34+040657.5,263915197,117.801439,4.115991,4822.78,2.4,-0.1,432.75,4.572910309
J075135.56-001809.9,275413187,117.898175,-0.30276,5503.99,2.991,0.215,110.21,2.033064604
J075200.64+152729.6,229013224,118.00269,15.458225,5131.81,2.451,-0.445,122.54,3.694022894
J075218.46+030021.7,109704115,118.07694,3.0060504,4499.58,2.709,0.431,51.38,2.670315742
J075224.65-043558.6,170215192,118.10274,-4.5996218,4945.74,2.631,0.02,757.38,2.388005018
J075224.89+192358.2,176306018,118.10372,19.399514,5356.08,3.055,-1.345,30.74,2.244871378
